,kingdom,phylum,class,order,family,scientificname,locality,month,year,taxonkey
25483,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,PENTACALIA CASS.,TAMA,7.0,2006.0,8368631
25484,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,PENTACALIA TOLIMENSIS (SCH.BIP. EX WEDD.) CUATREC.,CHINGAZA,3.0,2005.0,3111549
25569,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,PENTACALIA VACCINIOIDES (KUNTH) CUATREC.,CHINGAZA,1.0,2003.0,3111216
25576,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,PENTACALIA VACCINIOIDES (KUNTH) CUATREC.,CHINGAZA,12.0,2003.0,3111216
25585,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,PENTACALIA VACCINIOIDES (KUNTH) CUATREC.,LOS NEVADOS,5.0,1995.0,3111216
25597,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,PENTACALIA VACCINIOIDES (KUNTH) CUATREC.,SUMAPAZ,1.0,2006.0,3111216
25614,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,PENTACALIA VERNICOSA (SCH.BIP. EX WEDD.) CUATREC.,LOS NEVADOS,5.0,1995.0,3111340
25800,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PIPERALES,PIPERACEAE,PEPEROMIA ANGULARIS C.DC.,IGUAQUE,11.0,1996.0,7305871
25877,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PIPERALES,PIPERACEAE,PEPEROMIA HISPIDULA A.DIETR.,IGUAQUE,12.0,2006.0,7305892
26047,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PIPERALES,PIPERACEAE,PEPEROMIA RUIZ & PAV.,IGUAQUE,12.0,2006.0,3086367
26672,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PASSIFLORACEAE,PASSIFLORA BICUSPIDATA MAST.,IGUAQUE,11.0,1996.0,3587282
26700,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PASSIFLORACEAE,PASSIFLORA BICUSPIDATA MAST.,IGUAQUE,11.0,1996.0,3587282
26732,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PASSIFLORACEAE,PASSIFLORA CRISPOLANATA URIBE,IGUAQUE,12.0,2006.0,3587257
26746,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PASSIFLORACEAE,PASSIFLORA CRISPOLANATA URIBE,TAMA,11.0,1998.0,3587257
26778,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PASSIFLORACEAE,PASSIFLORA LANATA POIR.,IGUAQUE,6.0,2005.0,3586879
26827,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PASSIFLORACEAE,PASSIFLORA MIXTA L.F.,IGUAQUE,6.0,2005.0,8368994
27138,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,METEORIACEAE,PAPILLARIA IMPONDEROSA (TAYLOR) BROTH.,IGUAQUE,6.0,2005.0,7526096
27152,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,METEORIACEAE,PAPILLARIA IMPONDEROSA (TAYLOR) BROTH.,IGUAQUE,6.0,2005.0,7526096
27166,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,METEORIACEAE,PAPILLARIA NIGRESCENS (SW. EX HEDW.) A.JAEGER,IGUAQUE,6.0,2005.0,5710963
27182,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,METEORIACEAE,PAPILLARIA NIGRESCENS (SW. EX HEDW.) A.JAEGER,GUACHAROS,11.0,2005.0,5710963
27212,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,METEORIACEAE,PAPILLARIA PENICILLATA (DOZY & MOLK.) BROTH.,IGUAQUE,6.0,2005.0,7701399
27230,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,METEORIACEAE,PAPILLARIA PENICILLATA (DOZY & MOLK.) BROTH.,IGUAQUE,6.0,2005.0,7701399
27333,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,PARAGYNOXYS URIBEI CUATREC.,TAMA,7.0,1996.0,3143095
27335,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,PARAGYNOXYS URIBEI CUATREC.,GUANENTA FONCE,10.0,2002.0,3143095
27343,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,PARAGYNOXYS URIBEI CUATREC.,GUANENTA FONCE,12.0,2002.0,3143095
27393,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,PALICOUREA AUBL.,IGUAQUE,7.0,2006.0,2898662
27421,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,PALICOUREA AUBL.,GUANENTA FONCE,11.0,2001.0,2898662
27474,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PALLAVICINIALES,PALLAVICINIACEAE,PALLAVICINIACEAE,IGUAQUE,12.0,2006.0,2272
27496,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PALLAVICINIALES,PALLAVICINIACEAE,PALLAVICINIACEAE,TAMA,11.0,1997.0,2272
27507,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PALLAVICINIALES,PALLAVICINIACEAE,PALLAVICINIACEAE,IGUAQUE,3.0,1996.0,2272
27526,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PALLAVICINIALES,PALLAVICINIACEAE,PALLAVICINIACEAE,IGUAQUE,11.0,1996.0,2272
27592,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,BRACHYTHECIACEAE,"PALAMOCLADIUM LESKEOIDES BRITTON, 1914",IGUAQUE,6.0,2005.0,2679728
27677,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,ERIOCAULACEAE,PAEPALANTHUS MART.,IGUAQUE,12.0,2006.0,8424714
27781,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,OXALIDACEAE,OXALIS MEDICAGINEA KUNTH,IGUAQUE,6.0,2005.0,3626707
27796,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,OXALIDACEAE,OXALIS L.,IGUAQUE,12.0,2006.0,2891642
27802,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,OXALIDACEAE,OXALIS L.,IGUAQUE,6.0,2005.0,2891642
27974,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,PALICOUREA ANGUSTIFOLIA KUNTH,IGUAQUE,7.0,2006.0,2899281
28033,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,PALICOUREA DEMISSA STANDL.,IGUAQUE,6.0,2005.0,2898742
28048,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,PALICOUREA DEMISSA STANDL.,IGUAQUE,3.0,1996.0,2898742
28136,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,PALICOUREA LINEARIFLORA WERNHAM,IGUAQUE,6.0,2005.0,2899224
28185,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,PALICOUREA LINEARIFLORA WERNHAM,IGUAQUE,6.0,2005.0,2899224
28192,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,PALICOUREA LINEARIFLORA WERNHAM,IGUAQUE,6.0,2005.0,2899224
28579,PLANTAE,BRYOPHYTA,BRYOPSIDA,ORTHOTRICHALES,ORTHOTRICHACEAE,"ORTHOTRICHUM TRACHYMITRIUM MITTEN, 1869",GUACHAROS,11.0,2005.0,2672627
28597,PLANTAE,BRYOPHYTA,BRYOPSIDA,ORTHOTRICHALES,ORTHOTRICHACEAE,ORTHOTRICHACEAE,GUACHAROS,11.0,2005.0,4668
28607,PLANTAE,BRYOPHYTA,BRYOPSIDA,ORTHOTRICHALES,ORTHOTRICHACEAE,"ORTHOTRICHUM PUNGENS MITTEN, 1869",IGUAQUE,6.0,2005.0,2672622
28640,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,OREOBOLUS OBTUSANGULUS GAUDICH.,CHINGAZA,1.0,2003.0,2711900
28670,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,OREOBOLUS GOEPPINGERI SUESS.,IGUAQUE,6.0,2005.0,2711916
28678,PLANTAE,BRYOPHYTA,BRYOPSIDA,ORTHOTRICHALES,ORTHOTRICHACEAE,ORTHOTRICHACEAE,IGUAQUE,3.0,1996.0,4668
28685,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,OREOBOLUS CLEEFII L.E.MORA,CHINGAZA,12.0,2003.0,8174335
28854,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,OREOPANAX FLORIBUNDUS (KUNTH) DECNE. & PLANCH.,IGUAQUE,12.0,2006.0,3036585
28858,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,APIACEAE,OREOMYRRHIS ANDICOLA (LAG. EX DC.) HOOK.FIL.,CHINGAZA,11.0,2002.0,6027140
28896,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,OREOPANAX FLORIBUNDUS (KUNTH) DECNE. & PLANCH.,IGUAQUE,9.0,2007.0,3036585
28938,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,OREOPANAX DECNE. & PLANCH.,SUMAPAZ,1.0,2006.0,3036520
28962,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,OLIGACTIS GARCIA-BARRIGAE H.ROB.,IGUAQUE,11.0,1996.0,5393253
28965,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ORITROPHIUM PERUVIANUM (LAM.) CUATREC.,CHINGAZA,12.0,2003.0,3096721
28980,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,OLIGACTIS VOLUBILIS CASS.,TAMA,8.0,2001.0,5393250
28996,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ORITROPHIUM PERUVIANUM (LAM.) CUATREC.,IGUAQUE,4.0,2004.0,3096721
29001,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ORITROPHIUM PERUVIANUM SUBSP. LINEATUM (CUATREC.) CUATREC.,CHINGAZA,7.0,2003.0,4253961
29025,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ORITROPHIUM PERUVIANUM (LAM.) CUATREC.,LOS NEVADOS,5.0,1995.0,3096721
29031,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ORITROPHIUM PERUVIANUM (LAM.) CUATREC.,IGUAQUE,6.0,2005.0,3096721
29037,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,ORITROPHIUM PERUVIANUM (LAM.) CUATREC.,CHINGAZA,8.0,2004.0,3096721
29151,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CEPHALOZIACEAE,ODONTOSCHISMA FALCIFOLIUM STEPH.,GUACHAROS,11.0,2005.0,7758675
29162,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,ODONTOLEJEUNEA LUNULATA (F.WEBER) SCHIFFN.,GUACHAROS,11.0,2005.0,2688807
29172,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,ODONTOLEJEUNEA LUNULATA (F.WEBER) SCHIFFN.,GUACHAROS,11.0,2005.0,2688807
29183,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CEPHALOZIACEAE,ODONTOSCHISMA DENUDATUM (MART.) DUMORT.,GUACHAROS,11.0,2005.0,2689177
29184,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,ODONTOLEJEUNEA LUNULATA (F.WEBER) SCHIFFN.,GUACHAROS,11.0,2005.0,2688807
29195,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CEPHALOZIACEAE,ODONTOSCHISMA LONGIFLORUM STEPHANI,IGUAQUE,6.0,2005.0,8275621
29217,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,OMPHALANTHUS FILIFORMIS (SW.) NEES,GUACHAROS,11.0,2005.0,2688773
29266,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,OMPHALANTHUS FILIFORMIS (SW.) NEES,GUACHAROS,11.0,2005.0,2688773
29433,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,"OLIGORYZOMYS FULVESCENS (SAUSSURE, 1860)",IGUAQUE,6.0,2005.0,2438276
29459,PLANTAE,BRYOPHYTA,BRYOPSIDA,BRYALES,BRYACEAE,ORTHODONTIUM PELLUCENS (HOOK.) BRUCH & SCHIMP.,GUACHAROS,11.0,2005.0,7761611
29578,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,NOTICASTRUM MARGINATUM (KUNTH) CUATREC.,CHINGAZA,7.0,2003.0,3110254
29645,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,OCOTEA CALOPHYLLA MEZ,IGUAQUE,12.0,2006.0,4176520
30006,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,NECKERACEAE,NECKERA SCABRIDENS MA¼LL.HAL.,IGUAQUE,6.0,2005.0,9157887
30030,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,NECKERACEAE,NECKERA SCABRIDENS MA¼LL.HAL.,GUACHAROS,11.0,2005.0,9157887
30036,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,NECKERACEAE,NECKERA SCABRIDENS MA¼LL.HAL.,GALERAS,1.0,1995.0,9157887
30201,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,APIACEAE,NIPHOGETON TERNATA (WILLD. EX SCHULT.) MATHIAS & CONSTANCE,CHINGAZA,1.0,2003.0,6027394
30352,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,NERTERA GRANADENSIS DRUCE,IGUAQUE,6.0,2005.0,2911624
30370,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,NERTERA GRANADENSIS DRUCE,IGUAQUE,6.0,2005.0,2911624
30374,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,NERTERA GRANADENSIS DRUCE,IGUAQUE,6.0,2005.0,2911624
30652,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,"NASUELLA OLIVACEA (GRAY, 1865)",CHINGAZA,3.0,2007.0,2433588
30893,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PELLIALES,NOTEROCLADACEAE,NOTEROCLADA CONFLUENS TAYLOR EX HOOK. & WILSON,IGUAQUE,6.0,2005.0,2689546
30941,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAXIFRAGALES,HALORAGACEAE,MYRIOPHYLLUM QUITENSE KUNTH,SUMAPAZ,1.0,2006.0,5361788
30997,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,MYRCIANTHES LEUCOXYLA (ORTEGA) MCVAUGH,IGUAQUE,9.0,2007.0,3188304
31005,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,MYRCIANTHES O.BERG,IGUAQUE,12.0,2006.0,3188150
31096,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,PRIMULACEAE,MYRSINE DEPENDENS (RUIZ & PAV.) SPRENG.,IGUAQUE,12.0,2006.0,3721831
31162,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,PRIMULACEAE,MYRSINE L.,CHINGAZA,9.0,2004.0,3169412
31813,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,MUHLENBERGIA CLEEFII LAEGAARD,CHINGAZA,11.0,2002.0,7561049
31899,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,MUNNOZIA SENECIONIDIS BENTH.,TAMA,8.0,2001.0,3099401
31910,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,MUNNOZIA SENECIONIDIS BENTH.,TAMA,8.0,2001.0,3099401
31934,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,MUNNOZIA SENECIONIDIS BENTH.,IGUAQUE,11.0,1996.0,3099401
31944,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,MUTISIA CLEMATIS L.F.,IGUAQUE,6.0,2005.0,3144168
31956,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,MUNNOZIA SENECIONIDIS BENTH.,TAMA,8.0,2001.0,3099401
31970,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,MUTISIA CLEMATIS L.F.,TAMA,8.0,2001.0,3144168
32009,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,MUTISIA CLEMATIS L.F.,CHINGAZA,3.0,2005.0,3144168
32013,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,MUTISIA CLEMATIS L.F.,IGUAQUE,6.0,2005.0,3144168
32064,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BORAGINALES,BORAGINACEAE,MORITZIA LINDENII BENTH. EX GA¼RKE,IGUAQUE,6.0,2005.0,8207707
32202,PLANTAE,MARCHANTIOPHYTA,MARCHANTIOPSIDA,MARCHANTIALES,MONOCLEACEAE,MONOCLEA GOTTSCHEI LINDB.,IGUAQUE,6.0,2005.0,2688635
32478,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,"MYADESTES RALLOIDES PLUMBEICEPS HELLMAYR, 1921",OTUN QUIMBAYA,8.0,2006.0,6086489
33282,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"MITTENOTHAMNIUM REPTANS CARDOT, 1913",IGUAQUE,6.0,2005.0,2682458
33357,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"MITTENOTHAMNIUM REPTANS CARDOT, 1913",IGUAQUE,3.0,1996.0,2682458
33359,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"MITTENOTHAMNIUM REPTANS CARDOT, 1913",IGUAQUE,8.0,1995.0,2682458
33460,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,MIKANIA WILLD.,IGUAQUE,12.0,2006.0,7722389
33514,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,MIKANIA WILLD.,IGUAQUE,12.0,2006.0,7722389
34100,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,MICONIA THEAEZANS COGN.,GUANENTA FONCE,12.0,2002.0,3188576
34311,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,MICONIA CHLOROCARPA COGN.,LOS NEVADOS,2.0,2001.0,3870247
34351,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,MICONIA DOLICHOPODA NAUDIN,GUANENTA FONCE,11.0,2001.0,3867398
34366,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,MICONIA DOLICHOPODA NAUDIN,GUANENTA FONCE,11.0,2001.0,3867398
34398,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,MICONIA FLORIBUNDA DC.,GUANENTA FONCE,11.0,2001.0,3866078
34434,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,MICONIA FLORIBUNDA DC.,GUACHAROS,11.0,2005.0,3866078
34612,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,MICONIA MULTIPLINERVIA COGN.,GUACHAROS,11.0,2005.0,3860131
34692,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,MICONIA PRASINA (SW.) DC.,GUANENTA FONCE,11.0,2001.0,3188562
34706,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,MICONIA PRASINA (SW.) DC.,GUANENTA FONCE,11.0,2001.0,3188562
34812,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,MICONIA SEPOSITA WURDACK,GUACHAROS,12.0,2005.0,3867095
34995,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,MICONIA RUIZ & PAV.,CHINGAZA,3.0,2005.0,3188558
35455,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,METEORIACEAE,METEORIDIUM,IGUAQUE,6.0,2005.0,7928547
35464,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,METEORIACEAE,METEORIACEAE,IGUAQUE,8.0,1996.0,4663
35581,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,METZGERIALES,METZGERIACEAE,METZGERIA LEPTONEURA SPRUCE,IGUAQUE,6.0,2005.0,5286377
35594,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,METZGERIALES,METZGERIACEAE,METZGERIA SCYPHIGERA A.EVANS,IGUAQUE,6.0,2005.0,7788350
35716,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,METZGERIALES,METZGERIACEAE,METZGERIACEAE,IGUAQUE,6.0,2005.0,2274
35817,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,METZGERIALES,METZGERIACEAE,METZGERIACEAE,SUMAPAZ,2.0,2002.0,2274
35820,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,METZGERIALES,METZGERIACEAE,METZGERIACEAE,IGUAQUE,12.0,2006.0,2274
35842,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,METZGERIALES,METZGERIACEAE,METZGERIACEAE,IGUAQUE,6.0,2005.0,2274
35897,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,METZGERIALES,METZGERIACEAE,METZGERIACEAE,GALERAS,5.0,1995.0,2274
36102,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,METEORIACEAE,METEORIUM SINUATUM (MA¼LL.HAL.) MITT.,IGUAQUE,6.0,2005.0,7818721
36113,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,METEORIACEAE,METEORIUM SINUATUM (MA¼LL.HAL.) MITT.,IGUAQUE,6.0,2005.0,7818721
36114,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,METEORIACEAE,METEORIUM SINUATUM (MA¼LL.HAL.) MITT.,IGUAQUE,6.0,2005.0,7818721
36437,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,MELASTOMATACEAE,IGUAQUE,12.0,2006.0,6683
36479,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES,SABIACEAE,MELIOSMA BLUME,IGUAQUE,12.0,2006.0,3033959
36607,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,MELICOCCUS BIJUGATUS JACQ.,SUMAPAZ,11.0,2002.0,3189990
36625,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,CONVOLVULACEAE,MERREMIA DISSECTA (JACQ.) HALL.FIL.,SUMAPAZ,7.0,2003.0,3679601
36738,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,POLYPODIACEAE,MELPOMENE A.R.SM. & R.C.MORAN,PURACE,9.0,2007.0,3229332
36936,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,"MELANOMYS CALIGINOSUS (TOMES, 1860)",SIERRA NEVADA DE SANTA MARTA,7.0,1995.0,5219852
36958,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,CERVIDAE,"MAZAMA AMERICANA (ERXLEBEN, 1777)",CHINGAZA,9.0,2002.0,5220123
36961,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,"MELANOMYS CALIGINOSUS (TOMES, 1860)",IGUAQUE,4.0,2004.0,5219852
36975,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,APOCYNACEAE,MARSDENIA CUNDURANGO RCHB.F.,SUMAPAZ,11.0,2002.0,7151018
36981,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,"MELANOMYS CALIGINOSUS (TOMES, 1860)",SIERRA NEVADA DE SANTA MARTA,6.0,1995.0,5219852
37159,PLANTAE,MARCHANTIOPHYTA,MARCHANTIOPSIDA,MARCHANTIALES,MARCHANTIACEAE,MARCHANTIACEAE,SUMAPAZ,2.0,2002.0,6110
38161,PLANTAE,BRYOPHYTA,BRYOPSIDA,ORTHOTRICHALES,ORTHOTRICHACEAE,"MACROMITRIUM CIRROSUM BRIDEL, 1826",IGUAQUE,6.0,2005.0,2672392
38181,PLANTAE,BRYOPHYTA,BRYOPSIDA,ORTHOTRICHALES,ORTHOTRICHACEAE,"MACROMITRIUM LONGIFOLIUM BRIDEL, 1826",IGUAQUE,6.0,2005.0,2672263
38186,PLANTAE,BRYOPHYTA,BRYOPSIDA,ORTHOTRICHALES,ORTHOTRICHACEAE,"MACROMITRIUM LONGIFOLIUM BRIDEL, 1826",GUACHAROS,11.0,2005.0,2672263
38215,PLANTAE,BRYOPHYTA,BRYOPSIDA,ORTHOTRICHALES,ORTHOTRICHACEAE,"MACROMITRIUM LONGIFOLIUM BRIDEL, 1826",GUACHAROS,11.0,2005.0,2672263
